受试者,任务,算法,BPM,参考BPM,绝对误差,相对误差(%),耗时(ms)
WWW5,呼吸,均值法,17.219,17.143,0.076,0.45,1
WWW5,呼吸,ACMD,17.219,17.143,0.076,0.45,1
WWW5,呼吸,VMD,17.219,17.143,0.076,0.45,5
WWW5,呼吸,EMD,17.219,17.143,0.076,0.45,4
WWW5,呼吸,AFD,17.219,17.143,0.076,0.45,2
WWW5,呼吸,Multi-ROI ICA,17.219,17.143,0.076,0.45,1
