model_ppg1.acq
0.5 msec/sample
3 channels
RSP, X, RSPEC-R
Volts
PPG, X, PPGED-R
Volts
ECG, Y, RSPEC-R
mV
CH1	CH2	CH13	
245596	245596	245596	
4.32404	-0.628967	0.000305176	
4.32343	-0.629578	0	
4.32343	-0.628052	0.000457764	
4.32587	-0.628662	0.000457764	
4.32739	-0.628967	0.00106812	
4.32831	-0.629578	0	
4.3277	-0.628662	0.00106812	
4.32831	-0.628967	0.000457764	
4.32831	-0.628662	0.000457764	
4.32861	-0.628662	0.000762939	
4.328	-0.628662	0.000152588	
4.33014	-0.631409	-0.000152588	
4.33289	-0.633545	0	
4.33319	-0.633545	0.000152588	
4.3335	-0.633545	0	
4.33289	-0.63385	-0.000152588	
4.3338	-0.634155	0.000762939	
4.33319	-0.63324	0.000610352	
4.3335	-0.63324	0.000915527	
4.33319	-0.632935	0.000762939	
4.33563	-0.633545	0	
4.33838	-0.63385	0.000762939	
4.33838	-0.634155	0.000457764	
4.33838	-0.63324	0.000762939	
4.33868	-0.63324	0.000152588	
4.33777	-0.63385	-0.000152588	
4.33868	-0.632935	0.000915527	
4.33777	-0.633545	0.000305176	
4.33838	-0.63324	-0.000152588	
4.34143	-0.63385	0.000305176	
4.34265	-0.633545	0.000915527	
4.34296	-0.634155	0.00106812	
4.34296	-0.632935	0.000457764	
4.34296	-0.633545	0.000762939	
4.34326	-0.63385	0.000305176	
4.34296	-0.634155	-0.000305176	
4.34296	-0.63446	0.0012207	
4.34326	-0.633545	0	
4.34265	-0.634155	-0.000457764	
4.34448	-0.633545	0	
4.34784	-0.63385	0.000457764	
4.34814	-0.633545	0.000152588	
4.34784	-0.63324	0.000610352	
4.34784	-0.634155	0.000610352	
4.34723	-0.63385	0.000762939	
4.34784	-0.636597	0.000305176	
4.34784	-0.637817	0.000915527	
4.34845	-0.638733	0.000610352	
4.34753	-0.635681	0.000305176	
4.35028	-0.63385	0.000152588	
4.3515	-0.63385	0.000305176	
4.35272	-0.63385	-0.000152588	
4.35272	-0.633545	0.000152588	
4.35272	-0.63324	0.000152588	
4.35333	-0.634155	0.000610352	
4.35272	-0.634155	0	
4.35242	-0.63385	0.000610352	
4.35272	-0.63324	0.000915527	
4.35272	-0.632935	0.00106812	
4.35211	-0.633545	0.000915527	
4.35486	-0.63385	0.000610352	
4.35699	-0.633545	0.000457764	
4.35822	-0.633545	0.000457764	
4.35852	-0.633545	0.000457764	
4.35791	-0.63385	0.000152588	
4.35791	-0.63385	-0.000305176	
4.35791	-0.63324	0.000915527	
4.35791	-0.633545	0.000305176	
4.3576	-0.63324	0.000457764	
4.3576	-0.633545	0.000457764	
4.35791	-0.633545	0.000762939	
4.3576	-0.633545	0.00106812	
4.35974	-0.633545	0.00106812	
4.36218	-0.633545	0.000762939	
4.36249	-0.633545	0.000762939	
4.36279	-0.633545	0	
4.3631	-0.631104	0.00106812	
4.36249	-0.628662	0.000152588	
4.36249	-0.628357	-0.000305176	
4.3631	-0.628967	0	
4.3631	-0.628357	0.000762939	
4.3634	-0.628967	0	
4.36249	-0.628662	0	
4.36279	-0.628357	0.000305176	
4.36279	-0.628967	0	
4.3631	-0.628662	0.0012207	
4.36523	-0.625305	0.000457764	
4.36707	-0.625	0.000305176	
4.36676	-0.624084	0.000610352	
4.36798	-0.623779	0.000152588	
4.36737	-0.624084	0.000305176	
4.36737	-0.623474	-0.000305176	
4.36737	-0.621948	0.000305176	
4.36737	-0.619812	0.000152588	
4.36768	-0.618896	-0.000305176	
4.36737	-0.619507	0.000915527	
4.36829	-0.619507	0	
4.36798	-0.618591	0.00106812	
4.36798	-0.61676	0.00152588	
