model_ppg1.acq
0.5 msec/sample
3 channels
RSP, X, RSPEC-R
Volts
PPG, X, PPGED-R
Volts
ECG, Y, RSPEC-R
mV
CH1	CH2	CH13	
257128	257128	257128	
1.9046	-0.0704956	0.000457764	
1.90552	-0.0704956	0.000457764	
1.90613	-0.0701904	0.000305176	
1.90948	-0.0708008	0.0012207	
1.91132	-0.0701904	0.000457764	
1.91467	-0.0701904	0.000457764	
1.9165	-0.0701904	0.000457764	
1.92017	-0.0701904	0.000610352	
1.92078	-0.0708008	0.000305176	
1.92169	-0.0695801	0.000610352	
1.92383	-0.0708008	0.000457764	
1.92688	-0.0704956	0.000305176	
1.92902	-0.0704956	0	
1.93024	-0.0698853	0.000762939	
1.93146	-0.0695801	0.000457764	
1.93451	-0.0701904	0.000915527	
1.93634	-0.0695801	0.000610352	
1.93817	-0.0701904	0.000305176	
1.94061	-0.0701904	0.000457764	
1.94092	-0.0704956	0.000457764	
1.94397	-0.0708008	0.000457764	
1.94611	-0.0708008	0.000152588	
1.94885	-0.0704956	-0.000305176	
1.95038	-0.0698853	0.000457764	
1.95038	-0.0708008	0.000762939	
1.95435	-0.0701904	0	
1.95679	-0.0704956	0.000610352	
1.95892	-0.0704956	0.000457764	
1.95984	-0.0704956	0.000457764	
1.96014	-0.0701904	0.000762939	
1.9635	-0.071106	0.000915527	
1.96655	-0.0704956	0.000762939	
1.96899	-0.0698853	0.000152588	
1.96991	-0.0704956	0.000915527	
1.96991	-0.0704956	0.000762939	
1.97388	-0.0708008	0.000305176	
1.97571	-0.0708008	0.000305176	
1.97815	-0.0701904	0.000305176	
1.97968	-0.0704956	0.000152588	
1.98059	-0.0704956	0.000457764	
1.98273	-0.0701904	0.000457764	
1.98486	-0.0704956	0.000610352	
1.98883	-0.0695801	0.000305176	
1.98944	-0.0704956	0.0012207	
1.99036	-0.0701904	0.000305176	
1.9931	-0.0708008	0.000610352	
1.99493	-0.0701904	0.000152588	
1.99768	-0.0698853	0.000305176	
1.99982	-0.0704956	0	
2.00317	-0.0708008	0.000457764	
2.00531	-0.0704956	0.000457764	
2.00531	-0.0698853	0.000152588	
2.00836	-0.0698853	0	
2.00989	-0.0698853	0.000610352	
2.01324	-0.0704956	0.000457764	
2.01447	-0.0701904	0.000762939	
2.01538	-0.0704956	0.000457764	
2.01843	-0.0698853	0.000305176	
2.01965	-0.0701904	0	
2.02271	-0.0701904	0.00106812	
2.02423	-0.0704956	0.000762939	
2.02423	-0.0698853	0.000457764	
2.02789	-0.0698853	-0.000152588	
2.02911	-0.0704956	0.000915527	
2.03339	-0.0708008	0.000457764	
2.034	-0.0701904	0.000610352	
2.0343	-0.0701904	0	
2.03766	-0.0701904	0.000762939	
2.03949	-0.0701904	0.000152588	
2.04224	-0.0704956	0.000762939	
2.04407	-0.0674438	0.000305176	
2.04437	-0.0653076	0.000457764	
2.04681	-0.0656128	0	
2.04926	-0.0656128	0.000915527	
2.05231	-0.0646973	0.000457764	
2.05353	-0.0653076	0.000152588	
2.05475	-0.0656128	0.000457764	
2.05688	-0.0653076	0.000305176	
2.05872	-0.0653076	0	
2.06207	-0.0650024	0.000610352	
2.0636	-0.0656128	0.000305176	
2.06421	-0.0650024	0.000610352	
2.06757	-0.0656128	0.000305176	
2.06848	-0.0656128	0.00106812	
2.06879	-0.0656128	0.000457764	
2.07214	-0.0653076	0.000457764	
2.07428	-0.0650024	0.000457764	
2.07703	-0.0650024	0.000610352	
2.07825	-0.0656128	0.000152588	
2.07947	-0.0653076	0.000915527	
2.08221	-0.0662231	0.000457764	
2.08344	-0.0650024	0.000610352	
2.0871	-0.0656128	0.000152588	
2.08862	-0.0656128	0.00106812	
2.08923	-0.0653076	0.000457764	
2.09198	-0.0653076	0.000915527	
2.0932	-0.0653076	0.000762939	
2.09717	-0.0653076	0.000457764	
2.09839	-0.0653076	0.000457764	
2.099	-0.0653076	0.000762939	
2.10144	-0.0653076	0.000305176	
2.10388	-0.0650024	0.000305176	
2.10663	-0.0656128	0	
2.10785	-0.0653076	0.000762939	
2.10846	-0.0646973	0.000610352	
2.11182	-0.0650024	0.000457764	
2.11365	-0.065918	0.000457764	
2.117	-0.0650024	0.000457764	
2.11761	-0.0650024	0.000457764	
2.11884	-0.0650024	0.00106812	
2.12128	-0.0653076	0.000457764	
2.1225	-0.0653076	0.000152588	
2.12372	-0.0656128	0.000152588	
2.12677	-0.0650024	0.00106812	
2.1283	-0.0650024	0.000457764	
2.13074	-0.0650024	0.000152588	
2.13257	-0.0653076	0.000457764	
2.13379	-0.0650024	0.000610352	
2.13593	-0.0653076	0.000152588	
2.13837	-0.0650024	0.000457764	
2.14111	-0.0653076	0.000152588	
2.14233	-0.0656128	0.000762939	
2.14294	-0.0653076	0.000610352	
2.14722	-0.0619507	0.0012207	
2.14874	-0.06073	0.000610352	
2.15149	-0.0604248	0.000610352	
2.15271	-0.06073	0.000610352	
2.15332	-0.0604248	0.000305176	
2.15607	-0.0604248	0.000152588	
2.1579	-0.0598145	0.000457764	
2.1582	-0.0601196	0.000305176	
2.16095	-0.0604248	0.000305176	
2.16309	-0.0598145	-0.000457764	
2.16644	-0.0601196	0.000762939	
2.16705	-0.0610352	0.000305176	
2.16827	-0.0598145	0.000610352	
2.17163	-0.0604248	0.000457764	
2.17194	-0.0601196	0.000610352	
2.17316	-0.06073	0.000152588	
2.1756	-0.0604248	0.000610352	
2.17865	-0.0598145	0.000457764	
2.18079	-0.0601196	0.000305176	
2.18201	-0.0604248	-0.000457764	
2.18262	-0.0601196	0.000762939	
2.18597	-0.06073	0.000457764	
2.18719	-0.0601196	0.000305176	
2.19025	-0.06073	0.000152588	
2.19177	-0.0595093	0.000305176	
2.19238	-0.0604248	0.000305176	
2.19452	-0.0610352	0.000610352	
2.19604	-0.06073	0.000457764	
2.19757	-0.0604248	0.000610352	
2.20001	-0.0610352	0.000152588	
2.20215	-0.0604248	0.000762939	
2.2049	-0.0598145	0.000610352	
2.20703	-0.0598145	0.000152588	
2.20795	-0.0604248	0.000457764	
2.21039	-0.0610352	0.000305176	
2.211	-0.06073	0	
2.21222	-0.0604248	0.000305176	
2.21497	-0.0604248	0.000152588	
2.21649	-0.0604248	0.000610352	
2.21771	-0.06073	0.000457764	
2.21924	-0.0604248	0.00106812	
2.22198	-0.0601196	0.000457764	
2.22443	-0.0604248	0.000457764	
2.22565	-0.0610352	0.000610352	
2.22717	-0.06073	0.000457764	
2.22961	-0.0604248	0.000152588	
2.23175	-0.0601196	0.000305176	
2.23236	-0.06073	0.000305176	
2.23511	-0.0610352	0.000610352	
2.23663	-0.0604248	0	
2.2406	-0.0598145	0.000762939	
2.24152	-0.0604248	0.000457764	
2.24213	-0.06073	0.000915527	
2.24487	-0.0598145	0.000305176	
2.24609	-0.0604248	0.000457764	
2.2467	-0.06073	0.000305176	
2.24976	-0.0604248	0.000915527	
2.25128	-0.0601196	0.000457764	
2.2522	-0.0601196	0.000152588	
2.25464	-0.057373	-0.000610352	
2.25616	-0.0561523	0.000915527	
2.25952	-0.0552368	0.000152588	
2.26074	-0.0549316	0.000305176	
2.26196	-0.0549316	0.000152588	
2.26501	-0.0558472	0.000305176	
2.26624	-0.0552368	0.000305176	
2.26654	-0.0552368	0.000610352	
2.26898	-0.0552368	0.000915527	
2.27051	-0.0549316	0.000610352	
2.27203	-0.0561523	0.000152588	
2.27417	-0.055542	0.000762939	
2.27631	-0.055542	0.000915527	
2.27966	-0.0558472	0.000305176	
2.28058	-0.055542	0.000152588	
2.2818	-0.0552368	0.000762939	
2.28424	-0.055542	0	
2.28546	-0.0552368	0.000610352	
2.28699	-0.055542	0.000457764	
2.28912	-0.0552368	0.000610352	
2.29095	-0.0558472	0.000457764	
2.29126	-0.0558472	0.000915527	
2.29401	-0.0558472	0.000915527	
2.29553	-0.0558472	0.000457764	
2.29584	-0.055542	0.000457764	
2.29889	-0.0552368	0.000457764	
2.30072	-0.0558472	0	
2.30133	-0.0549316	0.000610352	
2.30408	-0.055542	0.000762939	
2.30621	-0.0558472	0.000457764	
2.30957	-0.0558472	0	
2.31079	-0.0549316	0.000762939	
2.3111	-0.0558472	0.000610352	
2.31384	-0.0558472	0.000915527	
2.31567	-0.055542	0.000457764	
2.31567	-0.055542	0.000305176	
2.31934	-0.0552368	0	
2.32025	-0.0552368	0.000762939	
2.32147	-0.0524902	0.000610352	
2.32422	-0.0512695	0.000152588	
2.32544	-0.0506592	-0.000305176	
2.32574	-0.0509644	0.000915527	
2.32941	-0.0506592	0.000305176	
2.33032	-0.050354	0	
2.33093	-0.0506592	0.000305176	
2.33368	-0.0509644	0.000610352	
2.33521	-0.050354	0.000305176	
2.33612	-0.050354	0.000762939	
2.33887	-0.0506592	0.000762939	
2.33978	-0.050354	0.000762939	
2.34039	-0.0506592	0	
2.34375	-0.0509644	0.00106812	
2.34497	-0.0506592	0.000152588	
2.3465	-0.050354	0	
2.34863	-0.050354	0.000457764	
2.35046	-0.0476074	0.000457764	
2.35382	-0.0463867	0.000457764	
2.35443	-0.0457764	0.000457764	
2.35596	-0.0460815	0.000305176	
2.3587	-0.0457764	0.000457764	
2.35992	-0.0460815	0.000457764	
2.35992	-0.0457764	0.00106812	
2.36328	-0.0457764	0.000457764	
2.3642	-0.0460815	0.000915527	
2.36481	-0.045166	0.000610352	
2.36877	-0.0454712	0.000457764	
2.36969	-0.0424194	0	
2.37061	-0.0408936	0.000457764	
2.37305	-0.0405884	0.000305176	
2.37427	-0.0411987	0.000305176	
2.37457	-0.0411987	-0.000152588	
2.37793	-0.0405884	0.000915527	
2.37946	-0.0415039	0.000305176	
2.38098	-0.0402832	0.000915527	
2.38342	-0.0402832	0.000610352	
2.38434	-0.038147	0.000762939	
2.38434	-0.0360107	0.000152588	
2.38861	-0.0360107	0.000762939	
2.38861	-0.0357056	0.000762939	
2.38983	-0.0357056	0.000152588	
2.38983	-0.0357056	-0.000152588	
2.39258	-0.0357056	0.000457764	
2.39441	-0.0350952	0.000305176	
2.39502	-0.0323486	0.000610352	
2.39838	-0.0311279	0.000457764	
2.39868	-0.0308228	0.000457764	
2.39929	-0.0311279	0.000610352	
2.40265	-0.0308228	0.000915527	
2.40417	-0.0308228	0.00106812	
2.40509	-0.0271606	0.000457764	
2.40753	-0.0265503	0.000152588	
2.40936	-0.0259399	0.00106812	
2.40967	-0.0259399	0.000457764	
2.41302	-0.0259399	-0.000152588	
2.41394	-0.0253296	0.000152588	
2.41516	-0.0228882	0.000457764	
2.41791	-0.0219727	0.000457764	
2.41852	-0.0213623	0.000457764	
2.41974	-0.0219727	0.000305176	
2.42279	-0.0213623	0.000610352	
2.4231	-0.0177002	0.000152588	
2.42493	-0.0167847	0.0012207	
2.42737	-0.0167847	0.000762939	
2.42798	-0.0164795	0.000457764	
2.4295	-0.0158691	0.000305176	
2.43256	-0.0131226	0.000610352	
2.43347	-0.0119019	0	
2.43317	-0.0112915	0.000457764	
2.43439	-0.0112915	0.000610352	
2.43744	-0.00823975	0.000305176	
2.43866	-0.00701904	0.000152588	
2.43958	-0.00610352	0.000915527	
2.44202	-0.00579834	0.000305176	
2.44324	-0.00274658	0.000915527	
2.44415	-0.00152588	0.000457764	
2.4469	-0.00152588	0.000305176	
2.44873	-0.0012207	0.000305176	
2.44934	0.0012207	0.000762939	
2.45178	0.00244141	0.000610352	
2.45331	0.00274658	0	
2.45422	0.00335693	-0.000305176	
2.45728	0.00640869	0.000762939	
2.45819	0.00823975	0.000457764	
2.45911	0.00854492	0.000152588	
2.45941	0.00854492	0.000305176	
2.46185	0.0115967	0.000305176	
2.46338	0.0125122	0.000457764	
