model_ppg1.acq
0.5 msec/sample
3 channels
RSP, X, RSPEC-R
Volts
PPG, X, PPGED-R
Volts
ECG, Y, RSPEC-R
mV
CH1	CH2	CH13	
329097	329097	329097	
1.45935	-0.0457764	0.000915527	
1.46149	-0.045166	0.000152588	
1.46149	-0.0454712	0.000457764	
1.46454	-0.0460815	0.000457764	
1.46637	-0.045166	0.000762939	
1.46973	-0.0454712	0.000305176	
1.47156	-0.0460815	0.000610352	
1.4743	-0.0494385	0.000305176	
1.47644	-0.0506592	0.000610352	
1.4801	-0.0509644	0	
1.48193	-0.050354	0.000457764	
1.48468	-0.0515747	0	
1.4859	-0.0500488	0.000152588	
1.48682	-0.0509644	0	
1.48987	-0.0509644	0.000610352	
1.49109	-0.0500488	0.000152588	
1.49445	-0.050354	0.000457764	
1.49597	-0.0506592	0.000457764	
1.49994	-0.0506592	0.000457764	
1.50116	-0.0509644	0.000152588	
1.50421	-0.0509644	0.000915527	
1.50574	-0.0500488	0.000610352	
1.50909	-0.050354	0.000610352	
1.51093	-0.050354	0.000305176	
1.51398	-0.0506592	0.000152588	
1.51642	-0.050354	0	
1.51917	-0.050354	0.000457764	
1.5213	-0.0506592	0.000610352	
1.52405	-0.0506592	0.000305176	
1.52588	-0.0512695	0	
1.52893	-0.0506592	0.00106812	
1.53046	-0.050354	0.000762939	
1.53442	-0.050354	0.000610352	
1.53564	-0.0506592	0.000610352	
1.53961	-0.0500488	0.000762939	
1.54083	-0.050354	0	
1.54175	-0.050354	0.000762939	
1.54388	-0.0506592	0.000152588	
1.54572	-0.0509644	0	
1.54907	-0.050354	0.000152588	
1.55121	-0.050354	0.000610352	
1.55457	-0.0506592	0.000305176	
1.55548	-0.0509644	0.000152588	
1.55884	-0.0540161	0.000305176	
1.56158	-0.055542	0.000762939	
1.56342	-0.0558472	0.000305176	
1.56494	-0.055542	0.000610352	
1.56921	-0.055542	0.000457764	
1.57043	-0.0558472	0.000457764	
