受试者,任务,算法,BPM,参考BPM,绝对误差,相对误差(%),耗时(ms)
lbx2,心跳,均值法,74.117,73.975,0.143,0.19,2
lbx2,心跳,ACMD,74.533,73.975,0.559,0.76,2
lbx2,心跳,VMD,74.117,73.975,0.143,0.19,5
lbx2,心跳,EMD,74.117,73.975,0.143,0.19,4
lbx2,心跳,VME,74.533,73.975,0.559,0.76,12
lbx2,心跳,CEEMDAN_HB,74.117,73.975,0.143,0.19,4
