受试者,任务,算法,BPM,参考BPM,绝对误差,相对误差(%),耗时(ms)
lbx1,心跳,均值法,68.128,70.056,1.928,2.75,2
lbx1,心跳,ACMD,67.080,70.056,2.976,4.25,2
lbx1,心跳,VMD,68.128,70.056,1.928,2.75,5
lbx1,心跳,EMD,68.128,70.056,1.928,2.75,5
lbx1,心跳,VME,67.080,70.056,2.976,4.25,17
lbx1,心跳,CEEMDAN_HB,83.850,70.056,13.794,19.69,4
