受试者,任务,算法,BPM,参考BPM,绝对误差,相对误差(%),耗时(ms)
WWW1,呼吸,均值法,18.737,18.750,0.013,0.07,1
WWW1,呼吸,ACMD,18.737,18.750,0.013,0.07,2
WWW1,呼吸,VMD,18.737,18.750,0.013,0.07,3
WWW1,呼吸,EMD,18.737,18.750,0.013,0.07,3
WWW1,呼吸,AFD,18.737,18.750,0.013,0.07,3
WWW1,呼吸,Multi-ROI ICA,18.737,18.750,0.013,0.07,1
