受试者,任务,算法,BPM,参考BPM,绝对误差,相对误差(%),耗时(ms)
zxc1,呼吸,均值法,15.722,16.216,0.494,3.05,1
zxc1,呼吸,ACMD,15.722,16.216,0.494,3.05,1
zxc1,呼吸,VMD,15.722,16.216,0.494,3.05,3
zxc1,呼吸,EMD,15.722,16.216,0.494,3.05,4
zxc1,呼吸,AFD,15.722,16.216,0.494,3.05,3
zxc1,呼吸,Multi-ROI ICA,15.722,16.216,0.494,3.05,1
