受试者,任务,算法,BPM,参考BPM,绝对误差,相对误差(%),耗时(ms)
WWW7,呼吸,均值法,16.471,16.216,0.254,1.57,1
WWW7,呼吸,ACMD,16.471,16.216,0.254,1.57,1
WWW7,呼吸,VMD,16.471,16.216,0.254,1.57,4
WWW7,呼吸,EMD,16.471,16.216,0.254,1.57,4
WWW7,呼吸,AFD,16.471,16.216,0.254,1.57,2
WWW7,呼吸,Multi-ROI ICA,16.471,16.216,0.254,1.57,1
