受试者,任务,算法,BPM,参考BPM,绝对误差,相对误差(%),耗时(ms)
WWW8,呼吸,均值法,17.238,17.143,0.096,0.56,1
WWW8,呼吸,ACMD,17.238,17.143,0.096,0.56,2
WWW8,呼吸,VMD,17.238,17.143,0.096,0.56,4
WWW8,呼吸,EMD,17.238,17.143,0.096,0.56,4
WWW8,呼吸,AFD,15.739,17.143,1.403,8.19,3
WWW8,呼吸,Multi-ROI ICA,17.238,17.143,0.096,0.56,1
