受试者,任务,算法,BPM,参考BPM,绝对误差,相对误差(%),耗时(ms)
wyd1,呼吸,均值法,14.990,15.000,0.010,0.07,1
wyd1,呼吸,ACMD,14.990,15.000,0.010,0.07,2
wyd1,呼吸,VMD,14.990,15.000,0.010,0.07,4
wyd1,呼吸,EMD,14.990,15.000,0.010,0.07,4
wyd1,呼吸,AFD,14.990,15.000,0.010,0.07,3
wyd1,呼吸,Multi-ROI ICA,14.990,15.000,0.010,0.07,1
