受试者,任务,算法,BPM,参考BPM,绝对误差,相对误差(%),耗时(ms)
WWW12,呼吸,均值法,17.968,17.143,0.825,4.81,1
WWW12,呼吸,ACMD,17.968,17.143,0.825,4.81,1
WWW12,呼吸,VMD,17.968,17.143,0.825,4.81,3
WWW12,呼吸,EMD,17.968,17.143,0.825,4.81,3
WWW12,呼吸,AFD,17.968,17.143,0.825,4.81,2
WWW12,呼吸,Multi-ROI ICA,17.968,17.143,0.825,4.81,1
