受试者,任务,算法,BPM,参考BPM,绝对误差,相对误差(%),耗时(ms)
WWW10,呼吸,均值法,8.244,18.182,9.937,54.66,1
WWW10,呼吸,ACMD,8.244,18.182,9.937,54.66,2
WWW10,呼吸,VMD,8.244,18.182,9.937,54.66,4
WWW10,呼吸,EMD,8.244,18.182,9.937,54.66,4
WWW10,呼吸,AFD,8.244,18.182,9.937,54.66,3
WWW10,呼吸,Multi-ROI ICA,8.244,18.182,9.937,54.66,1
