受试者,任务,算法,BPM,参考BPM,绝对误差,相对误差(%),耗时(ms)
xxr2,心跳,均值法,74.117,68.818,5.300,7.70,2
xxr2,心跳,ACMD,67.080,68.818,1.738,2.52,2
xxr2,心跳,VMD,74.117,68.818,5.300,7.70,5
xxr2,心跳,EMD,74.117,68.818,5.300,7.70,5
xxr2,心跳,VME,67.080,68.818,1.738,2.52,15
xxr2,心跳,CEEMDAN_HB,74.117,68.818,5.300,7.70,4
