受试者,任务,算法,BPM,参考BPM,绝对误差,相对误差(%),耗时(ms)
xxr2,呼吸,均值法,17.219,22.222,5.003,22.51,1
xxr2,呼吸,ACMD,17.219,22.222,5.003,22.51,2
xxr2,呼吸,VMD,17.219,22.222,5.003,22.51,5
xxr2,呼吸,EMD,17.219,22.222,5.003,22.51,4
xxr2,呼吸,AFD,17.219,22.222,5.003,22.51,2
xxr2,呼吸,Multi-ROI ICA,17.219,22.222,5.003,22.51,1
