受试者,任务,算法,BPM,参考BPM,绝对误差,相对误差(%),耗时(ms)
WWW11,呼吸,均值法,18.717,19.355,0.638,3.30,1
WWW11,呼吸,ACMD,18.717,19.355,0.638,3.30,2
WWW11,呼吸,VMD,18.717,19.355,0.638,3.30,4
WWW11,呼吸,EMD,18.717,19.355,0.638,3.30,4
WWW11,呼吸,AFD,20.214,19.355,0.859,4.44,3
WWW11,呼吸,Multi-ROI ICA,18.717,19.355,0.638,3.30,1
