受试者,任务,算法,BPM,参考BPM,绝对误差,相对误差(%),耗时(ms)
lbx1,呼吸,均值法,14.973,14.634,0.339,2.32,1
lbx1,呼吸,ACMD,14.973,14.634,0.339,2.32,2
lbx1,呼吸,VMD,14.973,14.634,0.339,2.32,4
lbx1,呼吸,EMD,14.973,14.634,0.339,2.32,4
lbx1,呼吸,AFD,14.973,14.634,0.339,2.32,3
lbx1,呼吸,Multi-ROI ICA,14.973,14.634,0.339,2.32,1
