受试者,任务,算法,BPM,参考BPM,绝对误差,相对误差(%),耗时(ms)
WWW4,心跳,均值法,69.421,79.896,10.475,13.11,2
WWW4,心跳,ACMD,74.533,79.896,5.363,6.71,3
WWW4,心跳,VMD,63.770,79.896,16.126,20.18,5
WWW4,心跳,EMD,63.770,79.896,16.126,20.18,5
WWW4,心跳,VME,74.533,79.896,5.363,6.71,12
WWW4,心跳,CEEMDAN_HB,60.982,79.896,18.914,23.67,4
